,VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
97,1N4BZ1CPXK,Thurston,Tumwater,WA,98512.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,22.0,114330401,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910.0
98,WBY2Z6C58K,Spokane,Spokane,WA,99201.0,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17.0,0.0,3.0,133176053,POINT (-117.428902 47.658268),MODERN ELECTRIC WATER COMPANY,53063003500.0
99,WBY7Z2C5XJ,King,Seattle,WA,98108.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114.0,0.0,11.0,180748151,POINT (-122.3173531 47.5484673),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010900.0
100,1G1FW6S03H,Snohomish,Snohomish,WA,98290.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,44.0,154463865,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052502.0
101,5YJSA1E22H,Thurston,Lacey,WA,98516.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,22.0,154498865,POINT (-122.78083 47.083975),PUGET SOUND ENERGY INC,53067012226.0
102,1N4AZ1CP4J,Snohomish,Bothell,WA,98012.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,44.0,283991711,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052007.0
103,5YJYGDEFXL,Kitsap,Kingston,WA,98346.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,23.0,107723213,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090101.0
104,5YJ3E1EA3L,Snohomish,Lynnwood,WA,98087.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,21.0,262925190,POINT (-122.27336 47.861417),PUGET SOUND ENERGY INC,53061041812.0
105,5YJ3E1EBXL,Snohomish,Snohomish,WA,98290.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,44.0,271098026,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052302.0
106,3FA6P0PU8G,Snohomish,Bothell,WA,98012.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,21.0,111083668,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051927.0
107,5YJ3E1EB9K,Thurston,Olympia,WA,98502.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,22.0,203126346,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067010520.0
108,5YJSA1E29G,Snohomish,Mukilteo,WA,98275.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,21.0,291746108,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061042005.0
109,5YJXCBE20H,Yakima,Yakima,WA,98902.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.0,0.0,15.0,148260080,POINT (-120.530331 46.59534),PACIFICORP,53077001100.0
110,JTMEB3FV9R,Yakima,Moxee,WA,98936.0,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,15.0,265265066,POINT (-120.3552229 46.550869),PACIFICORP,53077001702.0
111,KNDCM3LD2N,King,Seattle,WA,98105.0,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,43.0,192989317,POINT (-122.304212 47.664294),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004401.0
112,5YJYGDEEXL,Snohomish,Everett,WA,98204.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,21.0,124465099,POINT (-122.2507211 47.8976713),PUGET SOUND ENERGY INC,53061041809.0
113,1N4AZ0CP5D,Snohomish,Edmonds,WA,98020.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,32.0,107801004,POINT (-122.3757836 47.800042),PUGET SOUND ENERGY INC,53061050502.0
114,1N4AZ1CP3K,Snohomish,Snohomish,WA,98296.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,44.0,161262881,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052121.0
115,KNDCE3LG4L,Snohomish,Everett,WA,98208.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,44.0,167139570,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041605.0
116,1N4AZ0CP8D,Snohomish,Everett,WA,98208.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,21.0,176938156,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041813.0
117,1N4AZ0CP0F,Clallam,Sequim,WA,98382.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,24.0,133929813,POINT (-123.1090862 48.0805816),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009001701.0
118,5YJ3E1EB6K,Yakima,Wapato,WA,98951.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,15.0,225755869,POINT (-120.448617 46.4426932),PACIFICORP,53077001702.0
119,5YJ3E1EBXL,Yakima,Yakima,WA,98903.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,14.0,269826056,POINT (-120.5807155 46.5654909),PACIFICORP,53077002803.0
120,5YJYGDEF7L,Kitsap,Port Orchard,WA,98366.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,26.0,107167203,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53035092300.0
121,5LMYJ9YYXP,Snohomish,Snohomish,WA,98290.0,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,44.0,262530999,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052607.0
122,4JGFB4GB5R,Yakima,Yakima,WA,98903.0,2024,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,48.0,0.0,14.0,262863016,POINT (-120.5807155 46.5654909),PACIFICORP,53077002803.0
123,YV4H60PF7S,Chelan,Manson,WA,98831.0,2025,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,12.0,270085924,POINT (-120.147741 47.8988976),PUD NO 1 OF CHELAN COUNTY,53007960400.0
124,5YJSA1E11G,Snohomish,Lynnwood,WA,98036.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,32.0,215482088,POINT (-122.287143 47.812199),PUGET SOUND ENERGY INC,53061051500.0
125,7SAYGDEE5P,Snohomish,Bothell,WA,98012.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,229664676,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052009.0
126,7SAYGDEFXP,Snohomish,Bothell,WA,98021.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,232840471,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051938.0
127,3FA6P0SU6F,Skagit,Mount Vernon,WA,98273.0,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,10.0,208228261,POINT (-122.3313378 48.4221418),PUGET SOUND ENERGY INC,53057951200.0
128,5YJ3E1EB0J,Skagit,Anacortes,WA,98221.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,40.0,474119978,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940201.0
129,5YJYGDEE0L,Walla Walla,College Place,WA,99324.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,16.0,110188949,POINT (-118.3885398 46.0448318),PACIFICORP,53071920301.0
130,1N4AZ0CPXD,Snohomish,Bothell,WA,98021.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,1.0,206347284,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051918.0
131,WP0AB2Y19L,King,Seattle,WA,98144.0,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.0,0.0,37.0,123109682,POINT (-122.3016563 47.5858977),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009000.0
132,5YJSA1E58P,Yakima,Moxee,WA,98936.0,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,15.0,236432542,POINT (-120.3552229 46.550869),PACIFICORP,53077001702.0
133,JTMEB3FVXN,Yakima,Yakima,WA,98903.0,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,14.0,193175412,POINT (-120.5807155 46.5654909),PACIFICORP,53077002803.0
134,5YJXCAE20L,Snohomish,Snohomish,WA,98296.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,0.0,44.0,104748675,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052121.0
135,5YJSA1H27E,Chelan,Leavenworth,WA,98826.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,69900.0,12.0,190374691,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53007960203.0
136,5YJ3E1EB8K,Kittitas,Ellensburg,WA,98926.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,13.0,190210177,POINT (-120.5264946 47.005576),PUGET SOUND ENERGY INC,53037975203.0
137,1N4AZ0CP0F,Snohomish,Brier,WA,98036.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,1.0,107464220,POINT (-122.287143 47.812199),PUGET SOUND ENERGY INC,53061051913.0
138,WBY8P6C07L,Snohomish,Lynnwood,WA,98037.0,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153.0,0.0,32.0,127302283,POINT (-122.283973 47.838697),PUGET SOUND ENERGY INC,53061051702.0
139,1G1FY6S04P,Whitman,Pullman,WA,99163.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,9.0,254332165,POINT (-117.1770648 46.7329687),AVISTA CORP,53075000201.0
140,1G1RA6S53J,Thurston,Olympia,WA,98512.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,35.0,209791466,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011000.0
141,WA1H2BFZ5N,Yakima,Yakima,WA,98908.0,2022,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,264363081,POINT (-120.611068 46.596645),PACIFICORP,53077000401.0
142,1N4AZ0CP1D,Skagit,Anacortes,WA,98221.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,40.0,194051308,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940500.0
143,5YJ3E1EB9L,King,Seattle,WA,98107.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,36.0,208115260,POINT (-122.3788863 47.6702397),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004701.0
144,5UXTA6C08P,Snohomish,Lake Stevens,WA,98258.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,44.0,228462139,POINT (-122.0816912 48.0122934),PUGET SOUND ENERGY INC,53061052606.0
145,5YJ3E1EA6J,Kitsap,Bremerton,WA,98312.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,35.0,333981623,POINT (-122.6961203 47.5759584),PUGET SOUND ENERGY INC,53035080900.0
146,5YJ3E1EC6L,Kitsap,Poulsbo,WA,98370.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,0.0,23.0,110773652,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035940100.0
147,KNDCC3LG7K,Skagit,La Conner,WA,98257.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,10.0,3285747,POINT (-122.5009593 48.3900919),PUGET SOUND ENERGY INC,53057952100.0
148,KNDC3DLC4R,Snohomish,Edmonds,WA,98026.0,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,32.0,266600225,POINT (-122.338942 47.821454),PUGET SOUND ENERGY INC,53061050800.0
149,KM8S7DA28P,Stevens,Kettle Falls,WA,99141.0,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,7.0,241733964,POINT (-118.0710369 48.6308016),AVISTA CORP,53065950102.0
150,5YJ3E1EA8K,Snohomish,Bothell,WA,98021.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,1.0,477221328,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051938.0
151,5YJ3E1EA4L,Snohomish,Snohomish,WA,98296.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,44.0,109685376,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052122.0
152,5YJ3E1EA9K,Skagit,Anacortes,WA,98221.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,40.0,102371783,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940401.0
153,KNDRJDLH3N,Snohomish,Edmonds,WA,98026.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,21.0,183325159,POINT (-122.338942 47.821454),PUGET SOUND ENERGY INC,53061050300.0
154,1N4BZ1CP0K,Chelan,Leavenworth,WA,98826.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,12.0,478451018,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53007960201.0
155,1N4AZ0CPXG,Spokane,Spokane,WA,99201.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,3.0,169648874,POINT (-117.428902 47.658268),MODERN ELECTRIC WATER COMPANY,53063002300.0
156,WBY1Z4C54F,Snohomish,Everett,WA,98201.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,0.0,38.0,473592409,POINT (-122.2032447 47.9845088),PUGET SOUND ENERGY INC,53061040900.0
157,5YJ3E1EA7J,Snohomish,Snohomish,WA,98290.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,44.0,325660751,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052402.0
158,5YJ3E1EB6L,Snohomish,Everett,WA,98208.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,44.0,229740010,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041607.0
159,5UX43EU03S,Yakima,Yakima,WA,98901.0,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,0.0,15.0,270113882,POINT (-120.4688751 46.6046178),PACIFICORP,53077001602.0
160,5YJ3E1EB4J,Skagit,La Conner,WA,98257.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,10.0,219341041,POINT (-122.5009593 48.3900919),PUGET SOUND ENERGY INC,53057940801.0
161,1FMCU0KZ1N,Snohomish,Snohomish,WA,98296.0,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,0.0,1.0,207145459,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052108.0
162,5YJ3E1EA2K,Snohomish,Snohomish,WA,98290.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,44.0,478181392,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052502.0
163,1N4AZ0CP5F,Island,Langley,WA,98260.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,10.0,116245377,POINT (-122.4401957 48.0192938),PUGET SOUND ENERGY INC,53029972000.0
164,5YJYGDEE3L,Kitsap,Silverdale,WA,98383.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,35.0,121932723,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091302.0
165,KNDCC3LG5L,King,Renton,WA,98055.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,33.0,142161379,POINT (-122.2003346 47.4487206),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029309.0
166,1N4AZ1CP6J,Snohomish,Edmonds,WA,98026.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,32.0,125100419,POINT (-122.338942 47.821454),PUGET SOUND ENERGY INC,53061050700.0
167,5YJ3E1EB1R,Thurston,Olympia,WA,98516.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,269038353,POINT (-122.78083 47.083975),PUGET SOUND ENERGY INC,53067012226.0
168,1N4AZ0CP2E,Snohomish,Bothell,WA,98012.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,1.0,212999853,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051921.0
169,1N4AZ0CP2D,Snohomish,Lynnwood,WA,98087.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,21.0,146477523,POINT (-122.27336 47.861417),PUGET SOUND ENERGY INC,53061041812.0
170,1N4BZ1CP9K,Whitman,Pullman,WA,99163.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,9.0,132950303,POINT (-117.1770648 46.7329687),AVISTA CORP,53075000201.0
171,KNDPZDAH8P,Snohomish,Everett,WA,98203.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,0.0,38.0,235186451,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061041400.0
172,JN1AZ0CPXB,Snohomish,Snohomish,WA,98290.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,39.0,247004775,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052203.0
173,5YJ3E1EA4J,Snohomish,Lynnwood,WA,98087.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,21.0,202899756,POINT (-122.27336 47.861417),PUGET SOUND ENERGY INC,53061051804.0
174,KNDCD3LD2J,Snohomish,Edmonds,WA,98020.0,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,0.0,21.0,474854215,POINT (-122.3757836 47.800042),PUGET SOUND ENERGY INC,53061050501.0
175,5YJ3E1EC1L,Snohomish,Edmonds,WA,98020.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,0.0,21.0,265369156,POINT (-122.3757836 47.800042),PUGET SOUND ENERGY INC,53061050300.0
176,JN1AZ0CP8C,Snohomish,Lynnwood,WA,98037.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,21.0,117535267,POINT (-122.283973 47.838697),PUGET SOUND ENERGY INC,53061051927.0
177,5YJ3E1EA8L,Thurston,Olympia,WA,98501.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,22.0,3479850,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011300.0
178,SADHD2S19K,Spokane,Spokane,WA,99203.0,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234.0,0.0,3.0,238856124,POINT (-117.402924 47.63041),MODERN ELECTRIC WATER COMPANY,53063004500.0
179,3C3CFFGE9D,Spokane,Spokane,WA,99202.0,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87.0,0.0,3.0,258248371,POINT (-117.38497 47.657214),MODERN ELECTRIC WATER COMPANY,53063002600.0
180,5YJSA1H10E,Snohomish,Bothell,WA,98012.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,69900.0,1.0,192953134,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051921.0
181,KNDCC3LG0L,Snohomish,Bothell,WA,98012.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,1.0,138179751,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051921.0
182,1FADP5CU7D,Skagit,Anacortes,WA,98221.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,40.0,169609030,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940301.0
183,5UXKT0C56G,Spokane,Spokane,WA,99201.0,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,0.0,3.0,113886776,POINT (-117.428902 47.658268),MODERN ELECTRIC WATER COMPANY,53063003500.0
184,JTJCJMGA7R,Kitsap,Bainbridge Island,WA,98110.0,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,23.0,267307568,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700.0
185,5YJ3E1EC6M,Whitman,Pullman,WA,99163.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,9.0,169565322,POINT (-117.1770648 46.7329687),AVISTA CORP,53075000202.0
186,1G1FW6S07H,Kitsap,Keyport,WA,98345.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,23.0,349256414,POINT (-122.6252312 47.7025641),PUGET SOUND ENERGY INC,53035091100.0
187,1N4AZ0CP0F,Snohomish,Bothell,WA,98012.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,1.0,251656520,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051934.0
188,1C4RJYB64N,Skagit,Anacortes,WA,98221.0,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,40.0,241033565,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940402.0
189,5YJ3E1EB5J,Chelan,Wenatchee,WA,98801.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,12.0,196321212,POINT (-120.3283376 47.4280056),PUD NO 1 OF CHELAN COUNTY,53007960801.0
190,7SAYGDEE9R,Snohomish,Bothell,WA,98012.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,261456597,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051934.0
191,5UXTA6C08P,Snohomish,Lynnwood,WA,98037.0,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,21.0,220647360,POINT (-122.283973 47.838697),PUGET SOUND ENERGY INC,53061051928.0
192,5YJYGDEE7L,Kitsap,Silverdale,WA,98315.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,23.0,124470587,POINT (-122.7105032 47.6935812),PUGET SOUND ENERGY INC,53035090300.0
193,5YJYGDEEXL,Kitsap,Port Orchard,WA,98367.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,26.0,131470566,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092101.0
194,5LMYJ8XY4M,Snohomish,Snohomish,WA,98296.0,2021,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,44.0,134923106,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052119.0
